999 11.95574152127539 Namespace(alpha=1.0, cutoff=4, delta=1.0, gamma=1, idForProcess=4219365, language='Japanese-GSD_2.4', model=None) [5.043374497192032, 3.3354114227241185, 3.3354114227241185, 3.3354114227241185]
そうだ 0
める 2
こむ 4
出来る 6
かす 8
過ぎる 10
わす 12
だす 14
ざるを得る 16
出す 18
らるる 20
くださる 22
かも知れる 24
げる 26
まい 28
なら 30
難い 32
つづける 34
よう 36
なさる 38
べる 40
できる 42
かねる 44
づめる 46
かける 48
良い 50
なければ 52
する 54
はじめる 56
ね 58
易い 60
続ける 62
べし 64
回る 66
切る 68
だめ 70
てる 72
あう 74
かもしれる 76
CAUSATIVE 78
済み 80
やすい 82
きる 84
PASSIVE_POTENTIAL 86
たら 88
ます 90
いける 92
たー 94
でした 96
ある 98
がちだ 100
直す 102
尽くす 104
らしい 106
すぎる 108
ざるをえる 110
ない 112
ちゃう 114
にくい 116
うる 118
らす 120
たい 122
ようだ 124
だ 126
がたい 128
なる 130
う 132
て 134
みたいだ 136
合う 138
込む 140
づらい 142
た 144
始める 146
